Comment,Class,Videl_desc
فدوه ادعو امي وبوي متلامسين اتمنى ان تدعولهم بشفى دعوه 40 شخص,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
احنا بناخد فيتامين سي و دي و زينك... فيتامين دي خصوصا عشان مش بننزل و نتعرض للشمس زي الاول مع اننا بنحاول ننزل اماكن مفتوحة اسبوعيا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
يعني تقريبا نفس الروشتة اللي حضرتك قولت عليا، طب انا روحت لمستشفى اهو، ما ممكن يكون دكتور جاهل، انا قولتلة الاعراض زي ما قولت لحضرتك كدا، اتمني ترد عليا تفدني، لان زي ما حضرتك قولت ناس كتير بتفتي وشكرا ❤❤❤,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
"دكتور انا عندي صداع وجسمي مفرهد وسخونية خفيفة كدا، اسهال وبطني بتوجعني، وزوري طبعا دا كان اول الاعراض بس كدا مفيش حاجة تانية لا رشح ولا حتي كوحة، لسا راجع من المستشفى مفيش مسحة تتعمل ولا اشاعات والدكتور قالي حنتعامل على انها كورونا، كاتبلي( زيثرو ماكس، براستامول، انتينال، فيسيرالجين actozinc, vitamin C)",2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
مدام فيه أطباء عك على رأيك عالميديا فالواحد مايأمن على نفسه منهم في المستشفيات والعيادات الواحد مش عارف أي دواء او حقن بيعالجوه بيه إذا مرض وراح للمستشفى ، لما تبقى شركة مثل روش لصناعة الأدوية  و نصابة وهمها المال ..<br />نسأل الله العفو والعافيه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
انا قبل الكورونا مريت بكحه جافه ويبس في الجعبه بتاع الهوا وتازمت والسبب نمت في غرفه ناديه وشفيت بتناول جرعات زيت الزيتون كل نصف ساعه لكن زيت من الصبه الاولى للعصير وعملولي مساج بالليل حول رقباتي و اعلى كتفي بزيت الزيتون دلك وكذلك ظهري يالزيت وامام الننار كنا في الشتا ووضعولي ورق جريده على ظهري و تناولت كاس زنجبيل وغطوني مليح ونمت شفيت انصح بشرب زيت الزيتون الخام اقول يعرفه اصحاب المزارع وشي اخر العسل الحر اقول مع عصير البصل الاحمر مع قليل من مطحون السينوج او حبه البركه ومنقوع الفليو ومنقوع الدقفت كل واحد وحدو بدون تحليه وعصير الفواكه والاكل الصحي والراحه والايمان بالله والشده فيه ربي يشفي المرضى ويزيل الوسواس وهم الكورونا ان شالله,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
لا، كاين واحد لمخور فالمغرب اسمو الفايد يعالج كورونا بلبروبوليس وغذاء الملكات، لقد عالج جميع مصابي ايطاليا وإسبانيا، وأحرز بذلك جاءزة نوبل للقطيع وناقصات عقل,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
علاج كورونا كونفيد 19 حتى مرضى الانعاش المخطرين اربع حبات فيتامين أي A vitamin و جرعة ثانية أربع حبات  ممنوع على النساء الحامل,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
من فضلك منظمة الصحة في نشرتها او موقعها قالت ان السعال الجاف من الاشياء اللي تخليك تشك في كورونا و معظم الاطباء اللي بيظهروا في منصات كبيرة زي اسكاي نيوز و العربي و تقريبا bbc قالوا كده ممكن توضح اكتر ضفلا و شكرا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
انا ولد صغير أول ما سمعت بأن عميت مصابه كورونا خشيت على اليوتيوب ودورت علي العلاجات,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
"كدب وعك واذيه للناس العسل مهم و الفيتامينات مهمة والمكملات مهمة والاعشاب مهمة 
<br />وكل حاجه مهمه غير كلام الدجال الضلالي   والاهم الحمايه  بيتادين واحد في الميه  للانف والزور",2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعو لابي عنده كرونا دعوه 40غريب مستجابه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دعواتكم انا و أهلي مصابين ب الفايروس,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
اكيد كل علاج يجب أن يكون ب وصفة طبيب,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
اني حالين مصاب ب كورونا <br />جاي اخذ فيتمين  C و زنك<br />ومضاد حيوي 500mg<br />وره يومين رجعت طبيعي <br />وحالين اجريت مسحه منتضر تطلع اليوم <br />هاي الادويه الي اخذتها عسى انو تفيدكم,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
لكن الامر مو لهدرجه   عدنا بالعراق دكتور حامد اللامي عالج   كثير ناس  وبيعطيهم الامل والتفاؤل.,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دكتور بس من مضاعفات كورونا حصول تجلطات أو خثرات بالرءه.  أو القلب فيستعملون الاسبرين,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دكتور شكرا الك كتير انا كان عندي وجع براسي وطلعت حرارتي ليوم واحد تاني يوم اراحت اخدت بنادول بس ولحمدلله ارتحت بس المشكله انو فقدت حاسه الشم والتذوق وما عارفي شو اعمل هل هيدا كورونا او مجرد كريب عادي لو سمحت ترد علييي ملاحظه انو انا ما هلأ معم بشكي من شي الا من فقدان حاسه الشم والتذوق لو سمحت ترد علييي,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
حضرتك زيك زى اى دكتور تقليدى ....بتستنى الناس تمرض وبعد كده تتكلم فى علاجها بادويه ....الدكتور كريم بيتكلم عن اساسيات الصحه والتغذيه السليمه ..... وفارق كبير وشاسع بين من يحدثنا عن الصحه والوقايه وبين المرض ...............اما بالنسبه لموضوع كورونا ... فملايين من الناس حول العالم وانا اولهم ..... اصباتنى الكورونا ....ولاننى متابع مع دكتور كريم ومهتم بمناعتى ....الحمد لله وبفضله تم شفائى من المرض بدون ادويه وبدون مستشفى ...فقط جهاز مناعتى تعامل مع الفيروس ..................نهايه ارجو ان تقوم حضرتك بالتركيز على الماده العلميه التى تقدمها لمتابعيك ولا تشغل بالك بغيرك .,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دكتور عفيه الأطفال يصابون بكورونا عمر 13 و14 و15الئ 20 هل يصابون ارجوا الرد,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
تم تجربة على عشرات مرضى مخطرين في الانعاش و تعافو جميعا <br /><br />لكل مرضى كورنا كونفيد 19 علاج حتى مرضى الانعاش المخطرين اربع حبات فيتامين A مرتان في اليوم لمدة يوم واحد راح تشاهد أن المريض تحسن وبدأ يتكلم و ياكل <br />دكتور محمود محمد الصميدعي,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
حاليا من قال مصدع قالو كرونا من قال مسخن قالو كرونا من قال عنده اسهال قالو كرونا من قال ضرسي بيعورني قالو كرونا تعبنا ياناس صارت الناس خايفه تروح المشفى والسبب كرونا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ربنا يكرمك ويكفيك شر المرض ويقدرك على<br />فعل الخير ويجازيك كل خير ويشفي كل مريض,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعوا لامي واخواني يطيبون من فايروس كورونا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
اللهم يا شافي مرضانا شافي كل مريض على وجه الارض,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
بتقول لما يعب يذهب الى المستشفى؟<br />طيب ياطبيب مش فيه حكمه بتقول (الوقايه خير من العلاج )<br />ومين راح المستشفى بكرونا ياعاقل ولم يموت<br />ليس لها من دون الله كاشفه<br />ربنا ينجينا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
الله يجزيك الخير بس انا فجأة صار عندي حرارة بدون كحة شو الحل لو سمحت,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
طيب ي دكتور انا تقريبا عندى البكتيريا دى دايما لانى مريض حساسية صدر وجيوب انفية,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
الله يخليكم والله مو شحات لإيكات ولا أريد لإيكات بس أدعو لأمي تتعالج من فايروس كورونا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دعولي لين انه مصاب بل فايرس 😥,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
يعني الليمون والثوم مابيقوي المناعه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دواء للكورونا، لا أراكم الله مكروها:<br />العود الهندي يطحن ثم يوضع مع الزيت ثم يتسعط به أي: يجعل في الأنف، فيه شفاء بعون الله.<br />قال رسول الله صلى الله عليه وسلم: عليكم بالعود الهندي فإن فيه سبعة أشفية.<br />دواء مجرب وتم فيه الشفاء من حالة الكورونا سريعا.,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دكتور كريم علي مش دجال لسا ماشفت دكتور زيو هو دكتور فعلا الله يجزيه كل الخير,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
مامتى بتشتكى من صداع وارتفاع الحرارة ومش عارفه اعمل ايه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ليش متحكي شو هوه العلاج,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
والله احنا بالموصل حالتنا حالة كانت عدنا مستشفيات قبل ما جيبون داعش ويجون بحجة وجودهم دمروا كل المستشفيات احنا ثاني مظينة بالعراق ما عدنا مستشفى,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعو لوالدتي الشفاء العاجل بحق محمد وآل محمد,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
عدم اخذ اي علاجات  الا عن طريق دكتور متخصص,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
أنا والدى عنده كورونا ومستشفى القوات المسلحة كتبوله مجموعة أدوية من اللى بتقول عليها ملهاش علاقة واكتر من دكتور قال نفس الكورس العلاجى للفيروس,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعو لابوي مصاب ب كورونا <br />وعنده نقص في الاكسجين<br />يارب اشفيه😔💔,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعولي بالشفاء عمري ١٤,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
عفوا.. نحن في منطقتنا.. عدد الاسرة في المستشفى هو ٤٠٠ سرير.. والحالات اكثر بكثير.. ولم تعد المستشفيات تستقبل المرضى.. فنريد منكم.. ما هو الاجراء لزيادة المناعة.. وما هي اجراءات العلاج في البيت.. العراق.. الموصل,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
يباشا عاوزين علاج من اعشاب طبيعيه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
دكتور حاسه الشم فقدته وماعندي ي اعراض  هل تعتبر كورونا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
اندعو لابوي مصاب بهذا الفيروس <br />اندعوله يشفى😭😭😭😭💔,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
بنات شباب فدوه ادعو لابي  مصاب بكرونا ادعوله فدوه دعوه 40 شخص مستجابه,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
لا أحس بأي أعراض لكن بعد  خروجي من حمام مغربي بلبس خفيف أصبت بنزلة برد .. صداع في الرأس مصحوب بقشعريرة .. أخذت دواء دوليبران الذي يوجد في تركيبته الباراسيطامول .. و لم أعد أحس بالصداع و ذهبت القشعريرة لكن أصبت بالتهابات داخل فتحة الانف من الجهتين و فوق الشفاه .. و عندما التأمت هاته التقرحات فقدت مؤخرا حاسة الشم و الذوق .. أرجو الإفادة عن هذه الحالة .. بارك الله فيكم و في علمكم و عملكم و جزاكم عنا كل خير,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
ادعلولنا بالشفا عمي مصاب وانا واهلي مخالطينه دعواتكم اخواني,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
انا عندي التهاب مناعي  يصب الكبد و القولون التقرحي  و ساخن,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
بس انا كان عندي ضيق تنفس ليوم وكنت بشرب مايه كتير وكنت باخد بنادول  وكنت بشرب حجات سخنه كتير بس الحمدلله ضيق النفس مبقاش موجود هو بس حاسه الشم والتذوق وساعات جسمي بيبقي متكسر بس مجاليش سخونيه ممكن تنصحني بحاجه اكتر اعملهااا ومحتاجه الرد بس مروحتش عند دكتور لان مش للدرجه اني اروح عند طبيب,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
هل الزنجبيل مضر مع الليمون  اذا كان عدنا اعراض الكورونا,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
بالنسبة للمكملات أو رياضة أو فيتامينات ...ليست تحمي أو تشفي كورونا بل أكيد تقوي المناعة   وهي أهم خطوة ضد كو رونا  إدن نصحونا بها دلك مهم,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
علي فكرة انا اتشخصت بكرونا وخت ادوية فيتامينات سي ودي وزينك وكورتيزون  ونوفالدول عند اللزوم وسفترياكسون كل ٢٤ بس كدة والحمد لله خفيت,2,"بسبب عدم وجود أماكن في كثير من المستشفيات وخوف ناس كتير من انها تروح مستشفى..
ناس كتير بعتت تسأل عن طريقة علاج أعراض فيروس كورونا الجديد.. وإيه الأدوية اللي ممكن تستعملها في البيت..
وناس كتير بعتت لي روشتات أو وصفات لعلاج كورونا عشان أتكلم عن رأي الطب فيه"
